Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,SMA_7,SMA_25,EMA_12,EMA_26,MACD,RSI,BB_upper,BB_lower,BB_middle,Stoch_K,Stoch_D,Close_lag_1,Close_lag_2,Close_lag_3,Close_lag_5,Close_lag_10,Close_future_1d
2024-08-01 00:00:00+00:00,64625.83984375,65593.2421875,62248.94140625,65357.5,40975554494,0.0,0.0,66711.27790178571,63978.02640625,65898.89929738222,64753.066131084706,-201.42176082055357,52.52199078805236,70144.50167316935,61030.44442058066,65587.473046875,40.169533704073686,34.78971971713485,64619.25,66201.015625,66819.9140625,67813.3359375,67585.25,61415.06640625
2024-08-02 00:00:00+00:00,65353.5,65523.22265625,61184.89453125,61415.06640625,43060875727,0.0,0.0,65783.13560267857,64166.42515625,65209.07885259265,64505.80689220806,-515.1863733867788,40.4295562949682,69711.86454515131,61681.39287672367,65696.6287109375,2.6148037011249725,21.050792374205123,65357.5,64619.25,66201.015625,68255.8671875,65927.671875,60680.09375
2024-08-03 00:00:00+00:00,61414.80859375,62148.37109375,59836.52734375,60680.09375,31753030589,0.0,0.0,64764.10100446428,64273.25984375,64512.31191373224,64222.420733525985,-742.8537228520895,38.643321712353476,69733.00002014342,61649.487479856565,65691.24375,8.310170745757716,17.03150271698546,61415.06640625,65357.5,64619.25,66819.9140625,65372.1328125,58116.9765625
2024-08-04 00:00:00+00:00,60676.09375,61062.98828125,57210.8046875,58116.9765625,31758917219,0.0,0.0,63315.68805803572,64288.2390625,63528.41416738882,63770.165609746284,-1019.5970763326467,33.1438123691549,70570.7495531239,60136.4203687511,65353.5849609375,7.09235903638327,6.005777827755324,60680.09375,61415.06640625,65357.5,66201.015625,65777.2265625,56034.31640625
2024-08-06 00:00:00+00:00,53991.34765625,57059.91796875,53973.2734375,56034.31640625,49300484106,0.0,0.0,61774.888392857145,64235.81515625,62375.47605029054,63197.13974282063,-1279.6074612042219,29.47340374937552,71515.12842205666,58285.75829669335,64900.443359375,12.870043603700998,9.424191128614,58116.9765625,60680.09375,61415.06640625,64619.25,67912.0625,55027.4609375
2024-08-07 00:00:00+00:00,56040.6328125,57726.8828125,54620.5078125,55027.4609375,41637562185,0.0,0.0,60178.666294642855,64120.935,61245.012186784305,62591.97834983392,-1443.9279453789936,27.866717147954915,72338.94309551278,56552.810420112226,64445.8767578125,6.582802637882435,8.848401759322238,56034.31640625,58116.9765625,60680.09375,65357.5,67813.3359375,61710.13671875
2024-08-08 00:00:00+00:00,55030.02734375,62673.765625,54766.7265625,61710.13671875,45298472567,0.0,0.0,59763.07868303572,64220.06234375,61316.56980708672,62526.65674753141,-1045.6389782192539,48.09228525816429,72314.00698932474,56351.35355755026,64332.6802734375,48.31232016766301,22.588388803082154,55027.4609375,56034.31640625,58116.9765625,61415.06640625,68255.8671875,60880.11328125
2024-08-09 00:00:00+00:00,61728.20703125,61751.86328125,59587.859375,60880.11328125,33425553115,0.0,0.0,59123.45200892857,64223.75515625,61249.42264926569,62404.6905648439,-792.6559626822224,46.353784529667365,72079.53912080274,56002.81712919726,64041.178125,43.12929487673588,32.67480589409378,61710.13671875,55027.4609375,56034.31640625,60680.09375,66819.9140625,60945.8125
2024-08-10 00:00:00+00:00,60881.23046875,61464.51171875,60287.56640625,60945.8125,15745822278,0.0,0.0,59056.415736607145,64066.7815625,61202.71339553251,62296.62552300361,-585.0401396600897,46.51858440901507,71742.45995089327,55718.112705356725,63730.286328125,43.53954921051836,44.993721418305746,60880.11328125,61710.13671875,55027.4609375,58116.9765625,66201.015625,58719.484375
2024-08-11 00:00:00+00:00,60944.890625,61778.66015625,58348.82421875,58719.484375,22759754812,0.0,0.0,58776.32868303572,63811.675,60820.67816160443,62031.65210463297,-561.6815641740246,41.82924685579695,71284.21683713172,55232.851912868275,63258.534375,29.637393612921294,38.76874590005851,60945.8125,60880.11328125,61710.13671875,56034.31640625,64619.25,59354.515625
2024-08-12 00:00:00+00:00,58719.39453125,60680.33203125,57688.8984375,59354.515625,37078637820,0.0,0.0,58953.11997767857,63621.10390625,60595.114694434524,61833.345698734236,-471.15090035615685,43.57642119429645,70786.66439734166,54907.33091515833,62846.99765625,33.602803359894935,35.593248727778196,58719.484375,60945.8125,60880.11328125,55027.4609375,65357.5,60609.56640625
2024-08-13 00:00:00+00:00,59356.20703125,61572.3984375,58506.25390625,60609.56640625,30327698167,0.0,0.0,59606.72712053572,63486.52390625,60597.33803471383,61742.69538077244,-302.62179369204523,46.96666828242158,70446.11587248568,54716.06889313932,62581.0923828125,50.99193021191073,38.07737572824232,59354.515625,58719.484375,60945.8125,61710.13671875,61415.06640625,58737.26953125
2024-08-14 00:00:00+00:00,60611.05078125,61687.7578125,58472.875,58737.26953125,29961696180,0.0,0.0,60136.69977678572,63167.6084375,60311.17364956555,61520.07124377078,-292.92963347092837,42.83203037556623,70174.96552742347,54323.732910076535,62249.34921875,37.111624900798965,40.56878615753488,60609.56640625,59354.515625,58719.484375,60880.11328125,60680.09375,57560.09765625
2024-08-15 00:00:00+00:00,58733.26171875,59838.6484375,56161.59375,57560.09765625,35682112440,0.0,0.0,59543.83705357143,62783.46640625,59887.93118905547,61226.739866917385,-338.2725737020951,40.42256104563661,69841.54307507027,53835.44247180474,61838.4927734375,30.867761316053453,39.65710547625438,58737.26953125,60609.56640625,59354.515625,60945.8125,58116.9765625,58894.10546875
2024-08-16 00:00:00+00:00,57560.2734375,59847.359375,57110.01953125,58894.10546875,29350938673,0.0,0.0,59260.12165178572,62413.0496875,59735.03492439308,61053.9521337198,-254.70488413351677,44.24993830395451,68976.52186285995,53798.66798089005,61387.594921875,42.60479364932273,36.861393288725054,57560.09765625,58737.26953125,60609.56640625,58719.484375,56034.31640625,59478.97265625
2024-08-17 00:00:00+00:00,58893.53125,59694.66796875,58814.83203125,59478.97265625,13589684021,0.0,0.0,59050.57310267857,62088.79859375,59695.64072929415,60937.28698724056,-141.9471462025631,45.89117460952083,67997.09439414853,53944.65912147646,60970.8767578125,63.28031909114337,45.58429135217319,58894.10546875,57560.09765625,58737.26953125,59354.515625,55027.4609375,58483.96484375
2024-08-18 00:00:00+00:00,59468.1328125,60262.71875,58445.40234375,58483.96484375,17740625837,0.0,0.0,59016.927455357145,61791.0503125,59509.22905459505,60755.559421056074,-117.30500377374256,43.54265296932099,66730.12627541988,54234.437005830114,60482.281640625,51.84409466777652,52.57640246941421,59478.97265625,58894.10546875,57560.09765625,60609.56640625,61710.13671875,59493.453125
2024-08-19 00:00:00+00:00,58480.7109375,59612.66015625,57864.7109375,59493.453125,25911207712,0.0,0.0,59036.775669642855,61555.903125,59506.80198850351,60662.07006579266,-20.994171681494663,46.53227687345236,65653.21709462843,54578.70009287157,60115.95859375,63.446751845037504,59.523721867985806,58483.96484375,59478.97265625,58894.10546875,58737.26953125,60880.11328125,59012.79296875
2024-08-20 00:00:00+00:00,59493.453125,61396.328125,58610.8828125,59012.79296875,31613400008,0.0,0.0,58808.66517857143,61285.32578125,59430.80060084912,60539.901391937645,20.13849161530311,45.30218716281332,64550.537168948504,54962.5577529265,59756.5474609375,54.54047614659052,56.61044088646819,59493.453125,58483.96484375,59478.97265625,57560.09765625,60945.8125,61175.19140625
2024-08-21 00:00:00+00:00,59014.98828125,61834.3515625,58823.4453125,61175.19140625,32731154072,0.0,0.0,59156.939732142855,61015.8509375,59699.16841706465,60586.95991151634,193.15823060171056,51.51226011942977,63889.812781809625,55278.87628069037,59584.34453125,81.04759307618508,66.34494035593771,59012.79296875,59493.453125,58483.96484375,58894.10546875,58719.484375,60381.9140625
2024-08-22 00:00:00+00:00,61168.31640625,61408.109375,59815.25390625,60381.9140625,27625734377,0.0,0.0,59560.056361607145,60718.5940625,59804.20620867009,60571.77133010772,250.7076828926182,49.30091885320091,62763.51665184383,55907.61381690617,59335.565234375,74.39627165468735,69.99478029248765,61175.19140625,59012.79296875,59493.453125,59478.97265625,59354.515625,64094.35546875
2024-08-23 00:00:00+00:00,60380.953125,64947.0625,60372.05078125,64094.35546875,42530509233,0.0,0.0,60302.94921875,60552.13359375,60464.2291717593,60832.70348852566,519.8387900511123,58.318801917892294,63386.597072153076,55552.46230284692,59469.5296875,90.29412026250733,81.91266166445992,60381.9140625,61175.19140625,59012.79296875,58483.96484375,60609.56640625,64178.9921875
2024-08-24 00:00:00+00:00,64103.87109375,64513.7890625,63619.91796875,64178.9921875,21430585163,0.0,0.0,60974.380580357145,60446.49671875,61035.73117418095,61080.576725486724,674.774044409357,58.50003444273699,64044.89599045335,55244.05322829665,59644.474609375,91.25749195226493,85.31596128981988,64094.35546875,60381.9140625,61175.19140625,59493.453125,58737.26953125,64333.54296875
2024-08-25 00:00:00+00:00,64176.3671875,64996.421875,63833.51953125,64333.54296875,18827683555,0.0,0.0,61810.03459821428,60371.7978125,61543.086834883885,61321.53718795067,752.9353941186731,58.85187272494727,64741.54087940911,55169.06497996589,59955.3029296875,92.49698016903979,91.34953079460404,64178.9921875,64094.35546875,60381.9140625,59012.79296875,57560.09765625,62880.66015625
2024-08-26 00:00:00+00:00,64342.2265625,64489.70703125,62849.55859375,62880.66015625,27682040631,0.0,0.0,62293.92131696428,60302.25421875,61748.86734586329,61437.02777819507,674.580251882943,54.19989264438332,64888.48772594385,55706.75250843115,60297.6201171875,76.0520330580851,86.60216839312994,64333.54296875,64178.9921875,64094.35546875,61175.19140625,58894.10546875,59504.1328125
2024-08-27 00:00:00+00:00,62879.70703125,63210.796875,58116.75,59504.1328125,39103882198,0.0,0.0,62364.11272321428,60068.11953125,61403.52357149971,61293.850373328765,377.9311059085352,45.248233163347784,64451.67868605728,56591.22873581772,60521.4537109375,37.83366258186262,68.7942252696625,62880.66015625,64333.54296875,64178.9921875,60381.9140625,59478.97265625,59027.625
2024-08-28 00:00:00+00:00,59507.92578125,60236.44921875,57890.67578125,59027.625,40289564698,0.0,0.0,62057.31752232143,59972.621875,61038.00071434591,61125.98182715626,144.2214359417888,44.14027191983065,64329.208520034175,56445.447729965825,60387.328125,32.44014721565396,48.77528095186724,59504.1328125,62880.66015625,64333.54296875,64094.35546875,58483.96484375,59388.1796875
2024-08-29 00:00:00+00:00,59027.46875,61184.08203125,58786.2265625,59388.1796875,32224990582,0.0,0.0,61915.35546875,59920.9453125,60784.18209483116,60997.25574273728,15.30312067681541,45.23303847406537,64270.91972636494,56354.54316426006,60312.7314453125,28.88719161095616,33.053667136157586,59027.625,59504.1328125,62880.66015625,64178.9921875,59493.453125,59119.4765625
2024-08-30 00:00:00+00:00,59388.6015625,59896.88671875,57768.53125,59119.4765625,32292756405,0.0,0.0,61204.658482142855,59961.0453125,60528.073551395595,60858.16098864563,-81.36853493367533,44.533832860417455,64201.177525469895,56241.65177140511,60221.4146484375,18.690727109612286,26.672688645407476,59388.1796875,59027.625,59504.1328125,64333.54296875,59012.79296875,58969.8984375
2024-08-31 00:00:00+00:00,59117.48046875,59432.59375,58768.78515625,58969.8984375,12403470760,0.0,0.0,60460.502232142855,60078.46859375,60288.354303103966,60718.28968856077,-144.97318651235668,44.12493645895381,64196.25602780419,56271.6146753208,60233.9353515625,16.62126960450512,21.399729441691193,59119.4765625,59388.1796875,59027.625,62880.66015625,61175.19140625,57325.48828125
2024-09-01 00:00:00+00:00,58969.80078125,59062.0703125,57217.82421875,57325.48828125,24592449997,0.0,0.0,59459.3515625,60170.3896875,59832.52876128028,60466.97106579701,-279.58408445783056,39.798622766452944,64279.284278918254,55985.68368983175,60132.483984375,1.384106329416503,12.232034347844639,58969.8984375,59119.4765625,59388.1796875,59504.1328125,60381.9140625,59112.48046875
2024-09-02 00:00:00+00:00,57326.96875,59403.0703125,57136.02734375,59112.48046875,27036454524,0.0,0.0,58921.04017857143,60066.4834375,59721.752100891004,60366.63842897872,-232.0224864230462,45.99534841011051,64221.29393029221,55893.965444707785,60057.6296875,25.144451937397783,14.383275957106472,57325.48828125,58969.8984375,59119.4765625,59027.625,64094.35546875,57431.0234375
2024-09-03 00:00:00+00:00,59106.19140625,59815.05859375,57425.16796875,57431.0234375,26666961053,0.0,0.0,58624.88169642857,59928.51984375,59369.33230652316,60149.18546664696,-293.59145476730646,41.650959871433336,64276.02827737546,55708.60648824954,59992.3173828125,3.7529425854797167,10.093833617431338,59112.48046875,57325.48828125,58969.8984375,59388.1796875,64178.9921875,57971.5390625
2024-09-04 00:00:00+00:00,57430.34765625,58511.5703125,55673.1640625,57971.5390625,35627680312,0.0,0.0,58474.01227678572,59809.54890625,59154.28719205806,59987.878325599035,-277.86354254758703,43.49845059446435,64253.41496680873,55772.36393944127,60012.889453125,24.652058821311286,17.849817781396265,57431.0234375,59112.48046875,57325.48828125,59119.4765625,64333.54296875,56160.48828125
2024-09-05 00:00:00+00:00,57971.703125,58300.58203125,55712.453125,56160.48828125,31030280656,0.0,0.0,58012.91350446428,59707.1890625,58693.70274424144,59704.36795194355,-363.9500933669792,39.03832780516736,64417.70542188923,55334.71176561077,59876.20859375,5.226973538119136,11.210658314970052,57971.5390625,57431.0234375,59112.48046875,58969.8984375,62880.66015625,53948.75390625
2024-09-06 00:00:00+00:00,56160.19140625,56976.109375,52598.69921875,53948.75390625,49361693566,0.0,0.0,57274.23883928572,59490.95859375,57963.71061531968,59278.026170781064,-534.0803529009997,34.39946301838614,64826.04865692293,54373.346655577065,59599.69765625,10.889537739573516,13.589523366334651,56160.48828125,57971.5390625,57431.0234375,57325.48828125,59504.1328125,54139.6875
2024-09-07 00:00:00+00:00,53949.0859375,54838.14453125,53740.0703125,54139.6875,19061486526,0.0,0.0,56584.208705357145,59232.1634375,57375.39936680896,58897.408491463946,-593.4191376756809,35.11625065806028,65113.049866278045,53651.91771184695,59382.4837890625,12.429607630181577,9.515372969291414,53948.75390625,56160.48828125,57971.5390625,59112.48046875,59027.625,54841.56640625
2024-09-08 00:00:00+00:00,54147.93359375,55300.859375,53653.7578125,54841.56640625,18268287531,0.0,0.0,56229.36272321428,59076.3353125,56985.57891133835,58596.975744411066,-546.245476874728,37.806500620273276,65211.614484969876,53088.16442128012,59149.889453125,18.86187632592643,14.060340565227179,54139.6875,53948.75390625,56160.48828125,57431.0234375,59388.1796875,57019.53515625
2024-09-09 00:00:00+00:00,54851.88671875,58041.125,54598.43359375,57019.53515625,34618096173,0.0,0.0,55930.37053571428,59054.7128125,56990.80294901707,58480.12829343617,-339.33919057689604,45.37519138125114,65182.82000992997,52917.63311507003,59050.2265625,41.65845510191236,24.316646352673462,54841.56640625,54139.6875,53948.75390625,57971.5390625,59119.4765625,57648.7109375
2024-09-10 00:00:00+00:00,57020.09765625,58029.9765625,56419.4140625,57648.7109375,28857630507,0.0,0.0,55961.46875,59004.89703125,57092.01956262982,58418.54182262608,-141.22888492323773,47.367845637890326,64954.535387581265,52793.26969054374,58873.9025390625,58.82104303371737,39.78045815385206,57019.53515625,54841.56640625,54139.6875,56160.48828125,58969.8984375,57343.171875
2024-09-11 00:00:00+00:00,57650.2890625,57991.3203125,55567.33984375,57343.171875,37049062672,0.0,0.0,55871.70200892857,58919.465,57130.65837991754,58338.88478946859,-18.346427582421484,46.48110242943125,64796.13729257388,52647.79356680112,58721.9654296875,55.26221439237658,51.91390417600211,57648.7109375,57019.53515625,54841.56640625,53948.75390625,57325.48828125,58127.01171875
2024-09-12 00:00:00+00:00,57343.171875,58534.359375,57330.1015625,58127.01171875,33835707949,0.0,0.0,56152.63392857143,58905.186875,57283.94350896869,58323.19048793388,120.5064024027447,49.11298490473985,63976.773094723845,52870.42338965116,58423.5982421875,75.74911579073571,63.277457738943234,57343.171875,57648.7109375,57019.53515625,54139.6875,59112.48046875,60571.30078125
2024-09-13 00:00:00+00:00,58130.32421875,60648.0234375,57650.11328125,60571.30078125,32490528356,0.0,0.0,57098.71205357143,58948.30078125,57789.69078162736,58489.71717632767,367.7815893341028,56.32564898383248,63243.73463634718,53242.69270740281,58243.213671875,99.0468435092814,76.68605789746458,58127.01171875,57343.171875,57648.7109375,54841.56640625,57431.0234375,60005.12109375
2024-09-14 00:00:00+00:00,60569.1171875,60656.72265625,59517.8828125,60005.12109375,16428405496,0.0,0.0,57936.631138392855,58987.99390625,58130.52621426161,58601.969318358955,477.09190394965685,54.40215327411582,62271.82484191557,53781.76031433443,58026.792578125,91.913630339326,88.90319654644772,60571.30078125,58127.01171875,57343.171875,57019.53515625,57971.5390625,59182.8359375
2024-09-15 00:00:00+00:00,60000.7265625,60381.91796875,58696.30859375,59182.8359375,18120960867,0.0,0.0,58556.8125,58908.2996875,58292.42001783675,58644.996475332366,476.7668404411046,51.643762796902806,61507.80385329532,54175.99888107968,57841.9013671875,81.70907878114495,90.88985087658413,60005.12109375,60571.30078125,58127.01171875,57648.7109375,56160.48828125,58192.5078125
2024-09-16 00:00:00+00:00,59185.2265625,59205.51171875,57501.33984375,58192.5078125,32032822113,0.0,0.0,58724.38002232143,58820.7234375,58277.0489093234,58611.478796604046,395.9307285248618,48.45708409384706,61367.08880043445,54185.55143394054,57776.3201171875,69.41911545848616,81.01394152631904,59182.8359375,60005.12109375,60571.30078125,57343.171875,53948.75390625,60308.5390625
2024-09-17 00:00:00+00:00,58192.5078125,61316.08984375,57628.0703125,60308.5390625,38075570118,0.0,0.0,59104.35546875,58669.29078125,58589.585855965954,58737.18696444819,466.20760585861603,54.8655774469032,61561.45250348475,54119.279137140256,57840.3658203125,88.44205996275404,79.85675140079506,58192.5078125,59182.8359375,60005.12109375,58127.01171875,54139.6875,61649.6796875
2024-09-18 00:00:00+00:00,60309.0,61664.06640625,59218.25390625,61649.6796875,40990702891,0.0,0.0,59719.57087053572,58568.11828125,59060.3695223558,58952.927166155736,577.0008564327369,58.39624186982535,61980.644708302236,53926.23693232276,57953.4408203125,99.84130020933033,85.90082521019019,60308.5390625,58192.5078125,59182.8359375,60571.30078125,54841.56640625,62940.45703125
2024-09-19 00:00:00+00:00,61651.15625,63872.44140625,61609.8671875,62940.45703125,42710252573,0.0,0.0,60407.20591517857,58512.39484375,59657.30606218568,59248.299748755315,702.8518509304272,61.51646205256718,62702.39621677182,53586.58347072818,58144.48984375,91.7331409615402,93.33883371120821,61649.6796875,60308.5390625,58192.5078125,60005.12109375,57019.53515625,63192.9765625
2024-09-20 00:00:00+00:00,62941.42578125,64119.53125,62364.60546875,63192.9765625,35177164222,0.0,0.0,60781.73102678572,58524.8875,60201.25536992634,59540.49803125492,763.6823009371819,62.115076802845024,63411.071563477926,53300.21593652208,58355.64375,91.14681114555705,94.24041743880919,62940.45703125,61649.6796875,60308.5390625,59182.8359375,57648.7109375,63394.83984375
2024-09-21 00:00:00+00:00,63184.33984375,63543.359375,62783.10546875,63394.83984375,14408616220,0.0,0.0,61265.9765625,58680.51578125,60692.576058206905,59826.004832180486,775.5969506337497,62.61569743294367,64141.395112250735,53176.827543999265,58659.111328125,93.07560582523837,91.98518597744521,63192.9765625,62940.45703125,61649.6796875,58192.5078125,57343.171875,63648.7109375
2024-09-22 00:00:00+00:00,63396.8046875,63993.421875,62440.7265625,63648.7109375,20183348802,0.0,0.0,61903.958705357145,58865.35921875,61147.36603963661,60109.16824738934,757.7788134836824,63.27300456034847,64784.038970957976,52987.806732167024,58885.9228515625,95.05497864323515,93.09246520467686,63394.83984375,63192.9765625,62940.45703125,60308.5390625,58127.01171875,63329.80078125
2024-09-23 00:00:00+00:00,63643.1015625,64733.55859375,62628.078125,63329.80078125,31400285425,0.0,0.0,62637.857700892855,59023.0240625,61483.125230654055,60347.7336202679,683.9781052980525,61.80296788697959,65342.52397549097,53019.199462009026,59180.86171875,84.68553008840205,90.93870485229188,63648.7109375,63394.83984375,63192.9765625,61649.6796875,60571.30078125,64301.96875
2024-09-24 00:00:00+00:00,63326.83984375,64695.21484375,62737.41796875,64301.96875,29938335243,0.0,0.0,63208.34765625,59230.32375,61916.79346439958,60640.639926173986,659.792026509995,64.50988384938424,66017.96550485099,52976.80090139901,59497.383203125,95.29151708549395,91.67734193904373,63329.80078125,63648.7109375,63394.83984375,62940.45703125,60005.12109375,63143.14453125
2024-09-25 00:00:00+00:00,64302.58984375,64804.50390625,62945.375,63143.14453125,25078377700,0.0,0.0,63421.69977678572,59397.25359375,62105.462859299645,60826.01063766109,530.47256793836,59.130669067772075,66362.78490655706,53330.247124692934,59846.516015625,77.77267935824719,85.9165755107144,64301.96875,63329.80078125,63648.7109375,63192.9765625,59182.8359375,65181.01953125
2024-09-26 00:00:00+00:00,63138.546875,65790.796875,62669.26953125,65181.01953125,36873129847,0.0,0.0,63741.78013392857,59711.47484375,62578.62542421509,61148.60388903805,544.8335051814771,64.70453141380875,66727.52707831832,54088.731515431675,60408.129296875,92.64394107537765,88.56937917303962,63143.14453125,64301.96875,63329.80078125,63394.83984375,58192.5078125,65790.6640625
2024-09-27 00:00:00+00:00,65180.6640625,66480.6953125,64852.9921875,65790.6640625,32058813449,0.0,0.0,64112.87834821428,59978.6021875,63072.78521472046,61492.46019818338,556.1095892332185,66.19007940372083,67033.27685071249,54948.07939928751,60990.678125,92.31535879828513,87.57732641063667,65181.01953125,63143.14453125,64301.96875,63648.7109375,60308.5390625,65887.6484375
2024-09-28 00:00:00+00:00,65792.1796875,66255.53125,65458.03515625,65887.6484375,15243637984,0.0,0.0,64468.993861607145,60316.8671875,63505.841095148084,61818.02969739202,530.8767763617584,66.43212730751733,67246.19086205347,55839.77359107153,61542.9822265625,93.39544049610326,92.7849134565887,65790.6640625,65181.01953125,63143.14453125,63329.80078125,61649.6796875,65635.3046875
2024-09-29 00:00:00+00:00,65888.8984375,66069.34375,65450.015625,65635.3046875,14788214575,0.0,0.0,64752.79296875,60623.4178125,63833.45087858684,62100.79080777039,460.58035953771355,65.12570060629574,67545.24984596111,56402.2915602889,61973.770703125,90.58517476068151,92.09865801835663,65887.6484375,65790.6640625,65181.01953125,64301.96875,62940.45703125,63329.5
2024-09-30 00:00:00+00:00,65634.65625,65635.0546875,62873.6171875,63329.5,37112957475,0.0,0.0,64752.75,60910.17828125,63755.919974188866,62191.8063034911,233.62716753522295,54.56616194988798,67487.05849471768,57028.56181778232,62257.81015625,64.40383149065956,82.79481558248146,65635.3046875,65887.6484375,65790.6640625,63143.14453125,63192.9765625,60837.0078125
2024-10-01 00:00:00+00:00,63335.60546875,64110.98046875,60189.27734375,60837.0078125,50220923500,0.0,0.0,64257.755580357145,61185.7084375,63306.85656469827,62091.45085971398,-92.06463854260141,45.90210816893653,67207.01462592008,57657.989280329915,62432.501953125,22.28939024357447,59.09279883163851,63329.5,65635.3046875,65887.6484375,65181.01953125,63394.83984375,60632.78515625
2024-10-02 00:00:00+00:00,60836.32421875,62357.6875,59996.94921875,60632.78515625,40762722398,0.0,0.0,63899.1328125,61445.43234375,62895.46096339854,61983.40154834628,-316.3287427797047,45.26788409169556,66993.27584486165,58122.30540513835,62557.790625,9.806613773986513,32.16661183607352,60837.0078125,63329.5,65635.3046875,65790.6640625,63648.7109375,60759.40234375
2024-10-03 00:00:00+00:00,60632.484375,61469.0390625,59878.8046875,60759.40234375,36106447279,0.0,0.0,63267.47321428572,61682.14578125,62566.83656037568,61892.734940598406,-443.4292304437497,45.76819226711985,66986.56070454727,58147.830701702725,62567.195703125,13.338567787163242,15.144857268241418,60632.78515625,60837.0078125,63329.5,65887.6484375,63329.80078125,62067.4765625
2024-10-04 00:00:00+00:00,60754.625,62465.9921875,60459.94140625,62067.4765625,29585472513,0.0,0.0,62735.58928571428,61884.0634375,62490.011945317885,61905.67876444297,-426.5581354768906,50.77442009213841,66939.42960265955,58401.197350465445,62670.3134765625,33.15219835227125,18.765793304473675,60759.40234375,60632.78515625,60837.0078125,65635.3046875,64301.96875,62089.94921875
